20	0	0	0
22	2	2	1
20	1	0	5
6	14	0	0
21	0	2	1
28	1	2	1
21	2	0	1
20	0	0	0
12	12	0	1
20	1	0	5
6	14	0	0
9	0	11	1
28	1	2	1
21	2	0	1
20	0	0	0
12	12	5	1
20	30	0	5
6	14	0	0
9	0	0	1
4	1	2	1
21	2	0	1
